OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_025,"""Former Pond Meadow School, Pond Meadow, Guildford""",497230,150638,https://www.guildford.gov.uk/media/26701/Former-Pond-Meadow-School-Pond-Meadow-Guildford/pdf/BFLR2017_025,0.6,owned by a public authority,,not permissioned,,,,10,10,10,yes,"""Local Plan allocation ref. A20""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_026,"""Land between Farnham Road and the Mount, Guildford""",499250,149381,https://www.guildford.gov.uk/media/26702/Land-between-Farnham-Road-and-the-Mount-Guildford/pdf/BFLR2017_026,0.64,not owned by a public authority,,not permissioned,,,,70,70,70,,"""Local Plan allocation ref. A3""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_027,"""Land at Coltsfoot Drive, 1 Bryony Road and garages, Guildford""",501636,151902,https://www.guildford.gov.uk/media/26703/Land-at-Coltsfoot-Drive-1-Bryony-Road-and-garages-Guildford/pdf/BFLR2017_027,0.64,not owned by a public authority,,not permissioned,,,,18,18,18,,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_028,"""Land between Gill Avenue and Rosalind Frankin Close, Guildford""",497150,149815,https://www.guildford.gov.uk/media/26704/Land-between-Gill-Avenue-and-Rosalind-Frankin-Close-Guildford/pdf/BFLR2017_028,2.36,not owned by a public authority,,not permissioned,,,,450,61,61,,"""Local Plan allocation ref. A16""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_029,"""Former Tyrrell site, Long Reach, Ockham""",507404,155130,https://www.guildford.gov.uk/media/26705/Former-Tyrrell-site-Long-Reach-Ockham/pdf/BFLR2017_029,1.98,not owned by a public authority,,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_180231,12,12,12,yes,"""Application 17/P/02488 refused on 14 March 2018 - Demolition of existing buildings and erection of 25 x dwellings. Site is PDL in the Green Belt.""",2017-09-27,2018-12-03,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_030,"""The Shed Factory, Portsmouth Road, Ripley""",504572,156029,https://www.guildford.gov.uk/media/26706/The-Shed-Factory-Portsmouth-Road-Ripley/pdf/BFLR2017_030,0.4,not owned by a public authority,,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_187060,12,12,12,,"""Application 19/P/01126 received on 24 June 2019 - Erection of 7 residential units, retention of commercial sales area in separate building for established garden shed business and associated development together with demolition of existing building and retention of some display sheds/outbuildings.""",2017-09-27,2019-11-22,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_031,"""Carter and Son Scrap Metal And Breakers Yard, Aldershot Road, Worplesdon, Guildford, GU3 3HF""",495450,152717,https://www.guildford.gov.uk/media/26707/Former-scrap-yard-Aldershot-Road-Worplesdon/pdf/BFLR2017_031,1.7,not owned by a public authority,,permissioned,full planning permission,2017-10-17,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_165613,45,,,yes,"""Application ref. 15/P/01987 """,2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_032,"""Land and buildings at Guildford Railway Station, Guildford """,499182,149615,https://www.guildford.gov.uk/media/26708/Land-and-buildings-at-Guildford-Railway-Station-Guildford-/pdf/BFLR2017_032,2.2,not owned by a public authority,,permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_157038,438,,,,"""Local Plan allocation ref. A7. Application 14/P/02168 refused 30/6/16; appeal APP/Y3615/W/16/3161412 allowed (corrected decision issued on 27/2/18)."". ""Mixed use redevelopment comprising 438 dwellings (Class C3); retail/financial and professional services/food and drink and leisure floorspace (Class A1/A2/A3/Sui Generis and D2 uses); station and general office floorspace (Sui Generis and Class B1 uses); station improvements including new station building with booking hall and concourse (Sui Generis); replacement station and office car parking, new residential car parking, cycle parking, a Station Plaza including new public realm with hard and soft landscaping, new access and servicing arrangements, plant and associated works.""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_033,"""Bright Hill Car Park, Sydenham Road, Guildford""",500039,149482,https://www.guildford.gov.uk/media/26709/Bright-Hill-Car-Park-Sydenham-Road-Guildford/pdf/BFLR2017_033,0.47,owned by a public authority,,not permissioned,,,,50,50,50,,"""Local Plan allocation ref. A12""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_034,"""North Street redevelopment, Guildford""",499553,149636,https://www.guildford.gov.uk/media/26710/North-Street-redevelopment-Guildford/pdf/BFLR2017_034,3.47,mixed ownership,,not permissioned,,,,400,400,400,,"""Local Plan allocation ref. A6. Mixed ownership as GBC owns freehold, however M&G have a long leasehold over much of the site and there are multiple shorter leases on other parts.""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_035,"""Treetops Boarding Kennels and Loxhill Nursery, Old Portsmouth Road,  Peasmarsh, Guildford, GU3 1LN""",499366,147844,https://www.guildford.gov.uk/media/26711/Treetops-Kennels-and-Loxhill-Nursery-Old-Portsmouth-Road-Guildford/pdf/BFLR2017_035,2,not owned by a public authority,,permissioned,full planning permission,2018-02-20,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_177231,39,,,yes,"""Application 17/P/00801 proposes 39 dwellings plus demolition of existing buildings (boarding kennels, cattery and operator's dwelling).  Appeal APP/Y3615/W/17/3180620 allowed subject to conditions 18 June 2018."". ""Full application for the development of 39 residential dwellings with associated vehicular access, public open space, ancillary works and associated infrastructure plus demolition of existing buildings.""",2017-12-05,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_036,"""Kernal Court, Walnut Tree Close, Guildford""",499069,150214,https://www.guildford.gov.uk/media/26712/Kernal-Court-Walnut-Tree-Close-Guildford/pdf/BFLR2017_036,0.55,not owned by a public authority,,not permissioned,,,,100,100,100,yes,"""Local Plan allocation ref. A13""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_037,"""Old Reservoir, Oxford Terrace off Sydenham Road, Guildford""",499894,149369,https://www.guildford.gov.uk/media/26713/Old-Reservoir-Oxford-Terrace-off-Sydenham-Road-Guildford/pdf/BFLR2017_037,0.1,not owned by a public authority,,not permissioned,,,,5,5,5,,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_038,"""The Forge, 129 Ash Street, Ash""",489328,150553,https://www.guildford.gov.uk/media/26714/The-Forge-129-Ash-Street-Ash/pdf/BFLR2017_038,0.13,not owned by a public authority,,not permissioned,,,,5,5,5,,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_039,"""1 Ward Street, Guildford""",499776,149660,https://www.guildford.gov.uk/media/26715/1-Ward-Street-Guildford/pdf/BFLR2017_039,0.02,not owned by a public authority,,permissioned,full planning permission,2018-04-06,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,8,,,,"""Application ref. 17/P/02566"". ""Change of use to the first and second floors from Use Class D2 to Use Class C3 and addition of one extra floor to
provide 8no. residential flats.""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_040,"""Kingdom Hall, 236 High Street, Guildford""",500075,149593,https://www.guildford.gov.uk/media/26716/Kingdom-Hall-236-High-Street-Guildford/pdf/BFLR2017_040,0.03,not owned by a public authority,,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_100016,6,6,6,,"""Application 08/P/00884 refused on 6 August 2008 - Erection of six storey building comprising 10 flats with 6 cycle spaces and replacement meeting hall following demolition of existing building.""",2017-09-27,2018-12-03,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_042,"""Stadium Works, Oxenden Road, Tongham""",488403,149780,https://www.guildford.gov.uk/media/26718/Stadium-Works-Oxenden-Road-Tongham/pdf/BFLR2017_042,0.1,not owned by a public authority,,permissioned,full planning permission,2017-09-20,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_177211,6,,,yes,"""Application ref. 17/P/00794"". ""Erection of a two storey detached building comprising of four x two bedroom flats and two x one bedroom flats with associated parking and landscaping following demolition of existing building.""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_043,"""White Lion Walk, High Street, Guildford""",499555,149467,https://www.guildford.gov.uk/media/26719/White-Lion-Walk-High-Street-Guildford/pdf/BFLR2017_043,0.39,not owned by a public authority,,not permissioned,,,,50,50,50,,,2017-10-20,2017-10-20,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_044,"""111 Epsom Road, Guildford""",501405,150101,https://www.guildford.gov.uk/media/26720/111-Epsom-Road-Guildford/pdf/BFLR2017_044,0.14,not owned by a public authority,,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_178201,6,6,6,yes,"""Application 17/P/01363 refused on 16 August 2017. Demolition of existing buildings and erection of a two and a half storey building containing 6no 2 bed flats and associated external works.""",2017-10-20,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_045,"""Land off Easington Place, Guildford""",500840,149900,https://www.guildford.gov.uk/media/26721/Land-off-Easington-Place-Guildford/pdf/BFLR2017_045,0.51,not owned by a public authority,,not permissioned,,,,10,10,10,yes,,2017-10-20,2017-10-20,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_047,"""13, Lower Edgeborough Road, Guildford, GU1 2DX""",500758,149907,https://www.guildford.gov.uk/media/26723/13-Lower-Edgeborough-Road-Guildford-GU1-2DX/pdf/BFLR2017_047,0.13,not owned by a public authority,,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_173761,10,10,10,yes,"""Application 16/P/02070 dismissed at appeal (ref. APP/Y3615/W/17/3169598) - Erection of 14 flats (Decision issued 7 July 2017).""",2017-10-20,2017-10-20,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_048,"""Garage, 92 Send Road, Send, GU23 7EZ""",502607,155661,https://www.guildford.gov.uk/media/26724/Garage-92-Send-Road-Send-GU23-7EZ/pdf/BFLR2017_048,0.16,not owned by a public authority,,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_176826,20,20,20,yes,"""Application 17/P/00566 refused on 27 June  2017 - Demolition of existing buildings and erection of 8 x dwellings. Site is PDL in the Green Belt""",2017-10-20,2017-10-20,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_049,"""HM Prison Send, Ripley Road, Send, GU23 7LJ""",505332,153888,https://www.guildford.gov.uk/media/26725/HM-Prison-Send-Ripley-Road-Send-GU23-7LJ/pdf/BFLR2017_049,8.24,not owned by a public authority,,not permissioned,,,,150,150,150,,"""Site is PDL in the Green Belt""",2017-10-20,2017-10-20,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_050,"""Land at Oak Hill, Wood Street Village""",495844,151225,https://www.guildford.gov.uk/media/26726/Land-at-Oak-Hill-Wood-Street-Village/pdf/BFLR2017_050,2,not owned by a public authority,,not permissioned,,,,5,5,10,,"""Part of site is PDL in the Green Belt; remainder is PDL within the current village inset boundary. Development potential may be constrained by employment uses on the site, the loss of which would require marketing under Local Plan Policy E3.""",2017-10-20,2020-05-20,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_051,"""Dryden Court, Lower Edgeborough Road, Guildford""",500566,149927,https://www.guildford.gov.uk/media/26727/Dryden-Court-Lower-Edgeborough-Road-Guildford/pdf/BFLR2017_051,0.12,not owned by a public authority,,permissioned,full planning permission,23/12/2018,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_180903,6,,,yes,"""Application 18/P/00201 approved on 23 December 2018. Demolition of existing apartment building (4no. 2 bed units) and its replacement with a new three storey apartment building (6no. 2 bed units) with associated parking, cycle and bin stores."". ""Demolition of existing apartment building (4no. 2 bed units) and its replacement with a new three storey apartment building (6no. 2 bed units) with associated parking, cycle and bin stores.""",2017-10-20,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_052,"""Guildford Adult Education Centre, Sydenham Road, Guildford""",500080,149525,https://www.guildford.gov.uk/media/26728/Guildford-Adult-Education-Centre-Sydenham-Road-Guildford/pdf/BFLR2017_052,0.41,owned by a public authority,,not permissioned,,,,15,15,15,,"""Site is owned by Surrey County Council which has indicated it is likely to become available within the period covered by the Submission Local Plan.""",2017-10-20,2018-12-03,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_053,"""Pewley Hill Centre, Guildford""",499901,149321,https://www.guildford.gov.uk/media/26729/Pewley-Hill-Centre-Guildford/pdf/BFLR2017_053,0.22,owned by a public authority,,not permissioned,,,,6,6,6,,"""Site is owned by Surrey County Council which has indicated it is likely to become available within the period covered by the Submission Local Plan.""",2017-10-20,2018-12-03,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_055,"""Howard of Effingham School & Lodge Farm, Lower Rd & Browns Field, Browns Lane, Effingham, Leatherhead, KT24""",511856,154116,https://www.guildford.gov.uk/media/29005/BLR-055/pdf/BLR_055.pdf,3.7,not owned by a public authority,,permissioned,other,2018-03-21,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_156829,99,,,,"""Application ref. 14/P/02109"". ""Hybrid planning application for outline permission (only access to be considered) for the erection of a
replacement secondary school for Howard of Effingham and up to 258 residential dwellings with means of access at Howard of Effingham School and Lodge Farm, Lower Road following demolition of all existing buildings; and full permission for the erection of 37 dwellings, with access, parking and landscaping works on land at Brown's Field, Brown's Lane, Effingham.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_057,"""Land at, 120-124 Ash Street, Ash, Guildford, GU12 6LL""",489433,150485,https://www.guildford.gov.uk/media/29007/BLR-057/pdf/BLR_057.pdf,0.2,not owned by a public authority,,permissioned,outline planning permission,2017-02-10,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,9,,,,"""Application ref. 16/P/00454"". ""Outline application for the erection of nine residential dwellings following demolition of existing dwellings and
outbuildings (all matters reserved).""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_058,"""Land to the East of South Cottage, White Horse Lane, Ripley, GU23 6BB""",505374,156861,https://www.guildford.gov.uk/media/29008/BLR-058/pdf/BLR_058.pdf,0.95,not owned by a public authority,,permissioned,full planning permission,2016-06-22,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,26,,,,"""Application ref. 16/P/00608. Allowed at appeal, ref. APP/Y3615/W/16/3164814 (Decision date 23 August 2017)"". ""Outline planning application for the demolition of existing petrol filling station, car sales buildings and dilapidated
workshops and the construction of up to 26 residential units to the rear and 2 retail/commercial units on the High Street frontage (for flexible A1, A2, A3 or A4 use) and associated car parking and landscaping all matters reserved except access.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_059,"""Hare And Hounds, 57 Broad Street, Guildford, GU3 3BG""",497263,151276,https://www.guildford.gov.uk/media/29009/BLR-059/pdf/BLR_059.pdf,0.2,not owned by a public authority,,permissioned,full planning permission,2017-01-16,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_169687,10,,,,"""Application ref. 16/P/00805"". ""Demolition of existing restaurant/bar and the construction of 10 new houses (8 x 3 bed and 1 x 4 bed) with
associated parking and landscaping.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_061,"""Stonechat, Silkmore Lane, West Horsley, Leatherhead, KT24 6JB""",507782,153553,https://www.guildford.gov.uk/media/29011/BLR-061/pdf/BLR_061.pdf,0.29,not owned by a public authority,,permissioned,full planning permission,2017-01-06,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,1,,,,"""Application ref. 17/P/02144 "". ""Erection of two five bedroom dwellings together with associated works following the demolition of the existing dwelling and detached garage (revision of 16/P/01709). """,2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_062,"""The Legion, Millbrook, Guildford, GU1 3YA""",499634,149267,https://www.guildford.gov.uk/media/29012/BLR-062/pdf/BLR_062.pdf,0.03,not owned by a public authority,,permissioned,full planning permission,2019-05-17,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_181521,9,,,,"""Application ref. 18/P/05533. Superseded application ref. 17/P/00907"". ""Change of use and conversion of an existing bar/ nightclub building, including partial realignment of second floor front facade, to create nine residential (Use Class C3) units. (amended description)""",2018-10-19,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_063,"""Builders Yard, 9 Down Road, Guildford, GU1 2PX""",501848,150182,https://www.guildford.gov.uk/media/29013/BLR-063/pdf/BLR_063.pdf,0.36,not owned by a public authority,,permissioned,full planning permission,2017-10-27,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,2,,,,"""Application ref. 17/P/01191"". ""Erection of a pair of semi-detached dwellings with associated off-street parking and gardens following the change of use of the existing buiilders' yard and demolition of the existing building.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_064,"""Bell And Colvill (Horsley), Epsom Road, West Horsley, Leatherhead, KT24 6AU""",507894,152438,https://www.guildford.gov.uk/media/29014/BLR-064/pdf/BLR_064.pdf,1.4,not owned by a public authority,,permissioned,full planning permission,2018-01-25,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,7,,,,"""Application ref. 17/P/01580"". ""Erection of ten dwellings (three pairs of 3-bed semi-detached, two pairs of 4 bed semi-detached) with associated access improvements, car parking and landscaping following demolition of existing workshop, showroom, three residential properties and removal of hardstanding.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_065,"""Mount Manor House, 16 The Mount, Guildford, GU2 4HN""",499297,149333,https://www.guildford.gov.uk/media/29015/BLR-065/pdf/BLR_065.pdf,0.13,not owned by a public authority,,permissioned,full planning permission,2018-02-21,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,8,,,,"""Application ref. 17/P/01960"". ""Change of use from B1 Office to C3 Residential and creation of 1 x 2 bed apartment, 6 x 1 bedroom apartments
and a 4 bedroom house. Construction of a new infill single storey rear extension with basement.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_066,"""Hill Villa, Coopers Yard, Frog Grove Lane, Wood Street Village, Guildford, GU3 3HD""",495122,152550,https://www.guildford.gov.uk/media/29016/BLR-066/pdf/BLR_066.pdf,0.26,not owned by a public authority,,permissioned,full planning permission,2017-11-17,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,2,,,,"""Application ref. 17/P/01970"". ""Demolition of existing buildings and redevelopment to form 2 No houses and associated garaging and parking.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_067,"""The Founders Studio, The Guildford School Of Acting, Millbrook, Guildford""",499623,149293,https://www.guildford.gov.uk/media/29017/BLR-067/pdf/BLR_067.pdf,0.03,not owned by a public authority,,permissioned,full planning permission,2018-03-14,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,6,,,,"""Application ref. 17/P/02214"". ""The erection of 3 storey building comprising A1, A2 and B1a uses on the ground floor and 4 x 1 bed and 2 x 2 bed flats above following demolition of existing building.""
flats above following demolition of existing building.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_069,"""Stoke Mill, Woking Road, Guildford, GU1 1QA""",499828,151022,https://www.guildford.gov.uk/media/29019/BLR-069/pdf/BLR_069.pdf,0.45,not owned by a public authority,,permissioned,full planning permission,2017-12-28,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,23,,,,"""Application ref. 17/W/00095"". ""Application for notification for prior approval for a proposed change of use of a building from Office Use (Class B1(a)) to a Dwellinghouse (Class C3), comprising 23 residential units.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_070,"""Stoughton Social Club, 172 Worplesdon Road, Guildford""",498244,151665,https://www.guildford.gov.uk/media/29020/BLR-070/pdf/BLR_070.pdf,0.14,not owned by a public authority,,permissioned,full planning permission,2018-06-11,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_180626,14,,,,"""Application ref. 18/P/00043"". ""Extension, refurbishment and change of use of a vacant social club to 14 flats, including associated landscaping works, construction of a refuse and cycle store and parking provision.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_071,"""Day Nursery, 56 Epsom Road, Guildford, GU4 7AA""",500521,149679,https://www.guildford.gov.uk/media/29021/BLR-071/pdf/BLR_071.pdf,0.08,not owned by a public authority,,permissioned,full planning permission,2018-08-15,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,6,,,,"""Application ref. 18/P/00323"". ""Creation of six flats following change of use from D1 (Nursery) to C3 (Residential) use. Internal alterations and
erection of a three storey extension on the eastern elevation with associated landscaping, parking and associated works.""",2018-10-19,2018-10-19,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_072,"""Roseberry, Keens Lane, Guildford, GU3 3JS""",497863,152341,https://www.guildford.gov.uk/media/29022/BLR-072/pdf/BLR_072.pdf,0.26,not owned by a public authority,,permissioned,full planning permission,2018-03-09,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_180657,7,,,,"""Application ref. 18/P/00058"". ""Proposed erection of eight two storey dwellinghouses (one detached dwelling, two pairs of semi-detached dwellings and a terrace of three dwellings) with associated parking, landscaping and access improvement works, following demolition of existing buildings""",2018-12-04,2018-12-04,
