OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR001,"Land rear of 14 to 20 Weymouth Avenue, Parr, WA9 3QY",353739,394264,https://www.sthelens.gov.uk/media/7238/br001.pdf,0.36,owned by a public authority,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJD500DT028,14,,,Yes,This is a cleared former housing site and has previously benefitted from planning permission for residential development.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR002,"Land between 8 & 34 Portland Way and 161 & 123 Berry's Lane, Parr, WA9 3QZ",353678,394269,https://www.sthelens.gov.uk/media/7239/br002.pdf,0.28,owned by a public authority,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJDP00DT02T,11,,,Yes,This is a cleared former housing site and has previously benefitted from planning permission for residential development.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR003,"Land between Weymouth Avenue & Berry's Lane, Parr, WA9 3QT",353818,394337,https://www.sthelens.gov.uk/media/7241/br003.pdf,0.52,not owned by a public authority,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJDP00DT02T,18,,,Yes,This is a cleared former housing site and has previously benefitted from planning permission for residential development.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR004,"Land at Park Road, St. Helens, WA9 1ER",352633,395781,https://www.sthelens.gov.uk/media/7240/br004.pdf,0.78,mixed ownership,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOILI00DT01S,28,,,Yes,There are no policy or known physical constraints that would make the site unsuitable for housing.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR005,"Moss Nook Urban Village, Watery Lane, St. Helens, WA9 3EN",353007,394292,https://www.sthelens.gov.uk/media/7243/br005.pdf,26.74,mixed ownership,,permissioned,outline planning permission,2017-05-22,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJDU00DT028,802,,,Yes,"Site is identified as an urban village site in the St. Helens Core Strategy.. Demolition of existing buildings, provision of sports and recreational facilities, access roads and associated infrastructure and engineering works, open space, and erection of new residential and retail development on this site.",2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR006,"Land at junction of Sunbury Street and Fir Street, Thatto Heath, WA10 3RL",349488,393665,https://www.sthelens.gov.uk/media/7244/br006.pdf,0.82,not owned by a public authority,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJD600DT00H,32,,,Yes,This cleared former housing site has an expired planning permission on the northern parcel. There are no policy or known physical constraints that would make the site unsuitable for housing.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR007,"Land rear of Carnegie Crescent and Goodban Street, Parr, WA9 3LX",353398,393768,https://www.sthelens.gov.uk/media/7242/br007.pdf,0.26,not owned by a public authority,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJD600DT00U,7,,,Yes,This cleared former garage site is in Helena Homes ownership who have indicated that they still intend to develop it.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR008,"Land at Somerset Street and Sussex Grove, Parr, WA9 1QN",352575,394908,https://www.sthelens.gov.uk/media/7245/br008.pdf,2.21,not owned by a public authority,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOJER00DT00X,66,,,Yes,There are no known legal or ownership issues and the site is considered to be available immediately.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR009,"Land at corner of Fairclough Street and Wargrave Road, Earleston, WA12 9QU",357834,395237,https://www.sthelens.gov.uk/media/7246/br009.pdf,0.41,mixed ownership,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOITQ00DT01K,14,,,Yes,This cleared site is subject to some issues with land ownership but this is trying to be addressed with the land registry.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,St. Helens Borough Council,BR010,"Liverpool Arms and Former Sacred Heart RC Church and School, Borough Road, St. Helens, WA10 3SX",350539,395104,https://www.sthelens.gov.uk/media/7247/br010.pdf,0.83,mixed ownership,,not permissioned,,,http://publicaccess.sthelens.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NNOI3N00DT00R,29,,,Yes,This is a part cleared and derelict site with an expired planning permission for apartments.,2017-12-19,2017-12-19,
