OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR17,"Former Depot, Icknield Way, Letchworth",522920.340504537,233409.816597581,Site map,0.92,mixed ownership,,Not permissioned,,,,55,55,55,Yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR18,"Land at Birds Hill, Letchworth",522389.711294581,233037.757466048,Site map,1.07,not owned by a public authority,,Not permissioned,,,,86,86,86,Yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR19,"Anglian Business Park, Orchard Road, Royston",535058.36288587,241252.076740886,Site map,1.19,not owned by a public authority,,Pending permission,,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=PRJWHLLKFNN00&activeTab=summary,68,68,68,Yes,". Hybrid application for the residential redevelopment of the Anglian Business Park to provide a total of up to 67 dwellings (of a range of sizes, types and tenures including affordable housing) and associated parking, landscaping, open space and ancillary works",2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR22,"John Barker Place, Westmill, Hitchin",517457.554197858,230255.024164853,Site map,0.71,not owned by a public authority,,Conditional Permission,Full planning permission,2015-02-13,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYVALKID796&activeTab=summary,33*  * This number is based upon the approved rate of dwellings deemed appropriate in the last permission,33,33,Yes,". Demolition of existing shops, flats and garages and redevelopment of site with housing retail and community facilities comprising: 15 x two-bed houses, 24 flats (22 x two-bed and 2 x one-bed flats), supermarket (Class A1) and takeaway (Class A5) on ground floor of flat block; associated landscaping, parking and new play area. Provision of new pedestrian crossing and visitor parking on John Barker Place.",2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR23,"Block B, Latchmore Court, Hitchin",518342.177666534,229225.980582545,Site map,0.09,not owned by a public authority,,Permissioned,Full planning permission,2015-08-21,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV7LKID877&activeTab=summary,13,10,10,Yes,. Change of use from offices (B1 use) and bar / nightclub (A4 use) to 2 x 1 bedroom flats and 11 x 2 bedroom flats.,2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR25,"Elderley Persons Home, Wratten Road West, Hitchin",518065.296536261,228904.481019576,Site map,0.41,not owned by a public authority,,Permissioned,Outline planning permission,2016-08-03,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV4LKID792&activeTab=summary,11,11,11,Yes,". 11 dwellings together with associated parking and open space, following demolition of existing elderly persons home - Outline application with all matters except access reserved.",2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR30,"Railway Sidings, St. Michael's Road, Hitchin",519622.184933273,229577.802077946,Site map,3.86,not owned by a public authority,,Not permissioned,,,,123,123,123,Yes,. Deemed suitable under the SHLAA criteria but unavailable.,2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR31,"Bowman's Flour Mill, Ickleford",518210.420501913,231262.055238685,Site map,3.57,not owned by a public authority,,Pending permission,,,https://pa2.north-herts.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=ZZZYV2LKID605,71,71,71,Yes,. Estimate based on current application but without prejudice to its determination.,2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR32,"Oddysey Health Club, Knebworth",524561.466268879,221812.759435839,Site map,4.01,not owned by a public authority,,Permissioned,Full planning permission,2019-05-22,https://pa2.north-herts.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,86,86,86,Yes,". Redevelopment of the site to provide 86 dwellings (12 x 2 bedroom houses, 12 x 3 bedroom houses, 18 x 4 bedroom houses, 25 x one bedroom apartments, and 19 x 2 bedroom apartments), associated landscaping, car-parking, the provision of a large new public open space and the creation of a new vehicular access off the B197 Stevenage Road following demolition of the former indoor bowling building and several ancillary buildings. Rearrangement of the existing car parking provision for existing Odyssey Health and Racquet Club to provide 141 car parking spaces and alterations to existing vehicular access to Odyssey Health Club from Old Knebworth Lane.",2019-11-28,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR34,"Paul Bromfield Aquatics, Maydencroft Lane, Gosmore",518387.402177948,227099.618623908,Site map,1.59,not owned by a public authority,,Permissioned,Full planning permission,2018-10-30,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZYUXLKID838,10,10,10,Yes,". Residential development of eight units comprising of 1 x 2 bed, 3 x 3 bed and 4 x 4 bed dwellings together with associated access road, garaging and infrastructure following demolition of existing aquatic plant nursery buildings.",2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR35,"Former Lannock School, Whiteway, Letchworth",523294.822560674,231598.267327331,Site map,0.21,not owned by a public authority,,Permissioned,Outline planning permission,2018-03-29,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZYV2LKID122,44,44,44,Yes,. Outline application (all matters reserved except access) for residential development up to 44 dwellings,2017-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR36,"Garden Centre, High Street, Codicote",521477.26,218820.96,Site map,0.26,not owned by a public authority,,Pending Consideration,,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PT3GGVLKG7600,54,54,72,Yes,". Residential development of 72 dwellings and associated new local open space, access and associated works under considration.",2018-12-31,2019-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR37,Meridian Works Barkway Road Royston Hertfordshire,537099.0,239694.0,Site map,,not owned by a public authority,,Conditional Permission,Full planning permission,2019-04-26,https://pa2.north-herts.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,8,8,8,Yes,. Erection of eight 4-bed dwellings following demolition of existing buildings (as amended by plans received 03/09/19 and 06/09/19).,2019-11-28,2019-12-31,
