OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS1,Land east of Willesden Junction Station,-0.240300864,51.53246044,https://data.london.gov.uk/,1.6,owned by a public authority,,not permissioned,,,,700,,,,,2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS2,2 Scrubs Lane,-0.237724808,51.53196316,https://data.london.gov.uk/,0.1,not owned by a public authority,,pending decision,,,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6062&Ver=4,85,,,yes,"Permission is subject to S106 being agreed. ""20-storey building, 85 C3 homes  of which 28 affordable""",2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS5,Car Giant,-0.239693756,51.52727159,https://data.london.gov.uk/,9.7,not owned by a public authority,,not permissioned,,,,5600,,,,,2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS6,EMR,-0.241982641,51.52997671,https://data.london.gov.uk/,1.8,owned by a public authority,,not permissioned,,,,1200,,,,,2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS7,Cumberland  Business Park,-0.237369654,51.52921508,https://data.london.gov.uk/,1.1,not owned by a public authority,,not permissioned,,,,250,,,,,2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS8,North Kensington Gate North,-0.235402349,51.52799272,https://data.london.gov.uk/,0.2,not owned by a public authority,,pending decision,,,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6044&Ver=4,47,,,yes,"Permission is subject to S106 being agreed. ""4-storey and 11-storey buildings, 47 C3 homes of which 15 affordable""",2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS9,Mitre Yard,-0.235433261,51.52719374,https://data.london.gov.uk/,0.5,not owned by a public authority,,pending decision,,,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6060&Ver=4,200,,,yes,"Permission is subject to S106 being agreed. ""19-storey building, 200 C3 homes of which 67 affordable""",2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS10,North Kensington Gate South,-0.234355978,51.52664457,https://data.london.gov.uk/,0.1,not owned by a public authority,,pending decision,,,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6045&Ver=4,164,,,yes,"Permission is subject to S106 being agreed. ""6 to 20-storey buildings, 164  C3 homes of which 44 affordable""",2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS11,Mitre Wharf,-0.234096972,51.52624096,https://data.london.gov.uk/,0.1,not owned by a public authority,,not permissioned,,,,80,,,,,2027-12-15,2027-12-15,
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,DCS12,Willesden Junction Depot,-0.239968346,51.53144943,https://data.london.gov.uk/,0.2,owned by a public authority,,not permissioned,,,,50,,,,,2027-12-15,2027-12-15,
