OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br2,"Gibtel Transport Café, Colnbrook , SL3 8QG",-0.532472869484786,51.4880911187134,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br2.pdf,0.28,unknown ownership,,not permissioned,,,,,,,cfs99. residential. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br3,"Post Office Sorting Office, Wellington Street",-0.585150088648252,51.5083506152732,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br3.pdf,1.25,unknown ownership,,not permissioned,,,,,,,SSA16. Residential or mixed use: business and residential.. http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br4,"Former Library, William Street",-0.595745016032965,51.5100775915572,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br4.pdf,0.34,owned by a public authority,,not permissioned,,,,,,,SSA13; Planning permission expired; Allocated site. Residential development. Flats plus a hotel.,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br5,"Queensmere Shopping Centre, Wellington Street, Slough, Berkshire, SL1 1LN",-0.591293066300806,51.5096235712195,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br5.pdf,1.69,unknown ownership,,pending decision,,,,,,,"P/06684/015; Planning application agreed; Section 106 agreement signed. PARTIAL DEMOLITION AND INTERNAL ALTERATIONS/EXTENSIONS TO EXISTING SHOPPING CENTRE AS PART OF A PART NEW BUILD/PART REFURBISHED MIXED USED SCHEME FOR 11, 533 SQ M OF A1 RETAIL, CLASS A3 - A5 FOOD AND DRINK AND CLASS D2 ASSEMBLY AND LEISURE FLOOR SPACE AND 675 RESIDENTIAL UNITS. THE RESIDENTIAL ELEMENT COMPRISING 346 NO. 1 BEDROOM AND 329 NO. 2 BEDROOM BEING CONTAINED WITHIN 4 NO. TOWERS OF BETWEEN 15 AND 23 STOREYS PLUS INFILLING DEVELOPMENT ON TOP OF THE EXISTING SHOPPING CENTRE AND A STAND ALONE TOWER OF 15 STOREYS WITH A VIEWING GALLEY ON TOP.  RECONFIGURATION OF EXISTING ACCESS AND FRONTAGES ONTO WELLINGTON STREET AND WORKS INCLUDING, ALTERATIONS AND IMPROVEMENTS TO THE ENTRANCES TO THE SHOPPING CENTRE; PROVISION OF AMENITY SPACE AND LANDSCAPING; VEHICLE AND CYCLE PARKING; REFUSE AND RECYCLING STORAGE; PROVISION OF NEW AND/OR UPGRADING EXISTING INFRASTRUCTURE; GROUNDWORKS AND RE-PROFILING OF SITE LEVELS; ANCILLARY ENGINEERING AND OTHER OPERATIONS AND PLANT AND MACHINERY.. http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf|http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKP-e-e.pdf",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br8,"227, Bath Road, Slough, SL1 5PP",-0.628713515540508,51.5170982947885,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br8.pdf,0.48,unknown ownership,,permissioned,full planning permission,2017-05-11,,,,,F/00730/081. Prior approval for change of use from class B1 (A) offices to class C3 residential for 58 flats (1 Bed).. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKJ-e-e.pdf|http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJLL-e-e.pdf,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br9,"Former School Grounds, Belfast Avenue, Slough, SL1 3HH",-0.611562324805168,51.5211985972056,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br9.pdf,0.32,owned by a public authority,,pending decision,,,,,,,"P/17086/000. Construction of 13 new dwellings comprising 5 x 2 beds, 8 x 3 beds with associated car parking and landscaping.",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br10,"Alexandra Plaza, 33, Chalvey Road West, Slough, SL1 2NJ",-0.606162939028891,51.5062350304221,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br10.pdf,0.27,unknown ownership,,pending decision,,,,,,,P/08040/020. Addition of third story and change of use of the first and second floors to provide a total of 32 residential flats (23no. 1 bed; 4no. 2 bed; 5no. 3 bed). Green roofs partly to be used as amenity space with privacy screening  above second and the proposed third floor. Demolition of 4 Alexandra Road to facilitate realigned vehicular access. Extension to the southeast end of the building to accommodate new pedestrian access and stairwell to all levels. (Revised application following withdrawal of P/08040/018),2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br11,"Stoke Road Bus Depot, Stanley Cottages, SL2 5AQ",-0.592687377506059,51.5129080738524,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br11.pdf,0.54,mixed ownership,,not permissioned,,,,,,,cfs69. Circa 150 residential units in undercroft parked blocks between 2 to 12 storeys.. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKQ-e-e.pdf,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br12,"Brunel Way, Slough, Berkshire.",-0.593792683507858,51.5115656641246,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br12.pdf,0.35,unknown ownership,,not permissioned,,,,,,,"PreApp/00769. Mixed use regeneration scheme comprising new area of public realm/pedestrian link, private rented sector (PRS), resident accommodation, a hotel with conferencing and business facilities, a retail unit (use class A1-A3) and associated parking. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br14,Merrymakers (and garage court/houses); Meadow Road,-0.557271212299471,51.5015559523719,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br14.pdf,0.51,owned by a public authority,,not permissioned,,,,,,,cfs40. Mixed use community provision and affordable housing. Flats above health centre plus a hall.,2017-12-01,2017-12-01,
