OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/rugby,,S14/001EXP,"""42-54 Winfield Street, Rugby""",451618,275472,,0.14,not owned by a public authority,,not permissioned,other,29/10/2007,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,,2017-12-15,2017-12-20,
http://opendatacommunities.org/id/district-council/rugby,,R16/1192,"""The Coal Yard High Street CV8 3EY, Ryton on Dunsmore """,438681,274372,,0.52,not owned by a public authority,,permissioned,full planning permission,28/09/2016,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,,2017-12-15,2017-12-20,U/C
http://opendatacommunities.org/id/district-council/rugby,,S14/013PP,"""69 Temple Street, CV21 3TB, Rugby""",451139,274840,,0.09,not owned by a public authority,,permissioned,full planning permission,17/03/2015,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,4 No. three bed townhouses and 3 No. two bed flats with associated parking and amenity mews courtyard,2017-12-15,2017-12-20,03/12/2020
http://opendatacommunities.org/id/district-council/rugby,,S14/022PP,"""Land adjacent to 4 Princes Street CV21 2LR, Rugby""",450017,275682,,0.03,not owned by a public authority,,not permissioned,other,17/04/2014,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,"Expired planning permission for ""Three storey building comprising 6no. 2 bed apartments and associated works, a bin store and cycle store to the rear and provision of parking to the front.""",2017-12-15,2017-12-20,03/12/2020
http://opendatacommunities.org/id/district-council/rugby,,S14/023PP,"""Land adjacent to 9 Railway Terrace CV21 3EN, Rugby""",450632,275242,,0.12,not owned by a public authority,,not permissioned,other,28/05/2013,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,"""14no residential apartments comprising of 13no two bed units and 1no 4 bed unit together with the formation of access and provision of parking court and associated works.""",2017-12-15,2017-12-20,
http://opendatacommunities.org/id/district-council/rugby,,S14/025PP,"""Former Herbert Gray College Little Chruch Street, CV21AW, Rugby""",450523,275131,,0.73,not owned by a public authority,,permissioned,full planning permission,11/07/2014,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,"Expired permission for ""Conversion & extensions to the former Herbert Gray College, including internal works, to facilitate the provision of 73 extra care residential units (Class C2) with associated facilities & works, including boundary walls & railings.""",2017-12-15,2017-12-20,
http://opendatacommunities.org/id/district-council/rugby,,R16/0337,"""Rugby Radio Station, Watling Street, Clifton upon Dunsmore, Rugby, CV23 0AS""",455413,273602,,4.6,not owned by a public authority,,permissioned,full planning permission,07/08/2016,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,"Key Phase1 Parcels G(part), J and L(part) - Submission of reserved matters comprising access, appearance, landscaping, layout and scale for the erection of 104 dwellings together with garages, access roads, parking and associated works pursuant to outline planning permission ref.no R11/0699 dated 21st May 2014.",07/08/2016,07/08/2016,
http://opendatacommunities.org/id/district-council/rugby,,R17/0036,Land South of Technology Drive (Leicester Road Masterplan Development),450334,276548,,4.8,not owned by a public authority,,permissioned,full planning permission,14/06/2017,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,,2017-12-15,2017-12-20,03/12/2020
http://opendatacommunities.org/id/district-council/rugby,,S135,"""Warwickshire College, Rugby (former Newton and Faraday Halls), Lower Hillmorton Road, Rugby""",451565,274915,,4.2,not owned by a public authority,,permissioned,full planning permission,13/08/2014,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,Residential development of up to 131 dwellings and provision of 0.4 hectare of land for the provision of a Class C2 Extra Care facility with associated works and landscaping,2017-12-15,2017-12-20,03/12/2020
http://opendatacommunities.org/id/district-council/rugby,,S14/008PP,"""26 Lawford Road New Bilton CV21 2DY, Rugby""",449968,275069,,0.35,not owned by a public authority,,permissioned,full planning permission,25/09/2017,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,2 and a half storey building comprising an 19 bedroom residential care home (Use Class C2).,2017-12-15,2017-12-20,03/12/2020
http://opendatacommunities.org/id/district-council/rugby,,S14/003EXP,"""Cattle Market, Craven Road, Rugby""",450885,275765,,0.8,not owned by a public authority,,not permissioned,other,,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,"""Development comprising 90 residential apartments (66x2bed & 24x1bed) together with associated access, parking and landscaping - revision to details approved under planning permission reference R10/1273 to increase height of buildings from three to four storeys and number of apartments from 69 to 90.""",2017-12-15,2017-12-20,03/12/2020
http://opendatacommunities.org/id/district-council/rugby,,R17/2113,"""Former Newtown Vehicle Rentals Site, 117 Newbold Road, Rugby, CV21 2NZ""",450080,275991,,0.59,not owned by a public authority,,permissioned,full planning permission,19/12/2018,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,"""Residential development comprising part-3/part-4 and part-5 storey building incorproating 98 apartments, reconfiguration of existing access, provision of 61 parking spaces, cycle and refuse provision and new plantin and landscaping""",03/12/2020,03/12/2020,
http://opendatacommunities.org/id/district-council/rugby,,R16/0782,"""The Shaw School of Dancing, Jubille Street, New Bilton, Rugby, CV21 2JJ""",44924,275600,,0.1,not owned by a public authority,,permissioned,full planning permission,15/06/2018,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,"""Erection of twelve new residential flats with associated access and parking""",03/12/2020,03/12/2020,
http://opendatacommunities.org/id/district-council/rugby,,R18/1153,"""Finchley Court, 41 King Edward Road, Rugby, CV21 2TG""",450600,27564,,0.07,not owned by a public authority,,permissioned,full planning permission,12/06/2018,https://planning.agileapplications.co.uk/rugby/search-applications/,,,,yes,"""Demolition of the existing building and construction of 10 no. 1 bed apartments""",03/12/2020,03/12/2020,
