OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF001,"""Roundhill, Tiverton""",-3.498699,50.899945,,0.4,owned by a public authority,,not permissioned,,,,20,,,yes,A proposed site allocation in the Mid Devon Local Plan Review subject to 20 affordable dwellings.,2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF002,"""Land between Blundells School and River Lowman, Tiverton""",-3.470391,50.905965,,3.5,mixed ownership,,not permissioned,,,,50,,,yes,"Site previously allocated in the AIDPD (2011) and is currently part of a proposed allocation in the Local Plan Review for 200 dwellings with 28% affordable housing subject to approximately 8ha of GI, appropriate land shaping to raise areas for  development above flood zone 3, provision of a junction on Heathcoat Way and a safeguarded route road through the site, provision and enhancement of cycle and pedestrian links in the area. The site is comprised of brownfield and greenfield land although only the brownfield proportion is included in the BLR. Minimum dwelling figure based on the same density assumptions proposed for the LPR allocation as a whole.",2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF003,"""Newton Square, Bampton""",-3.486655,50.990841,,0.25,not owned by a public authority,,not permissioned,,,,5,,,,A proposed site allocation in the Mid Devon Local Plan Review subject to 5 dwellings.,2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF004,"""Phoenix Lane, Tiverton""",-3.486069,50.901574,,1.1,not owned by a public authority,,not permissioned,,,,60,,,,"A proposed site allocation in the Mid Devon Local Plan Review for 60 dwellings (28% affordable), 7,000 sq.m of mixed commercial floorspace.",2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF005,"""The Woods Group, Crediton""",-3.647994,50.786521,,0.17,not owned by a public authority,,not permissioned,,,,8,,,,A proposed site allocation in the Mid Devon Local Plan Review for 8 dwellings.,2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF006,"""Former Tiverton Parkway Hotel, Sampford Peverell""",-3.3732,50.920494,,0.45,not owned by a public authority,,not permissioned,,,,10,,,yes,A proposed site allocation in the Mid Devon Local Plan Review subject to 10  dwellings including 30% affordable.,2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF007,"""The Garage, Silverton""",-3.483059,50.811828,,0.11,not owned by a public authority,,not permissioned,,,,5,,,yes,A proposed site allocation in the Mid Devon Local Plan Review subject to 5 dwellings.,2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF008,"""Former Stone Crushing Works, Scotts Business Park, Bampton""",-3.490878,50.984777,,3.41,not owned by a public authority,,permissioned,full planning permission,2013-02-08,https://planning.middevon.gov.uk/online-applications/applicationDetails.do?keyVal=MDIZ5EKS07T00&activeTab=summary,12,,,yes,". ""62 dwellings in total (including 14 affordable) 44 completed, 6 under construction, 12 approved with planning permission.""",2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF009,"""East of Simla Cottage, Ashleigh Park""",-3.4794,50.987555,,0.45,not owned by a public authority,,permissioned,reserved matters approval,2017-07-25,https://planning.middevon.gov.uk/online-applications/applicationDetails.do?keyVal=ONO73FKS07T00&activeTab=summary,4,,,yes,". ""4 x 4 bed detached bungalows.""",2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF012,"""Former St Ivel Site, Station Road, Hemyock""",-3.226089,50.9184,,0.27,not owned by a public authority,,permissioned,reserved matters approval,2016-12-02,https://planning.middevon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,8,,,yes,". ""Erection of 8 dwellings (including 2 social & affordable rents).""",2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF015,"""Adjoining the Town Hall, St Andrews Street, Tiverton""",-3.488341,50.901495,,0.5,owned by a public authority,,permissioned,full planning permission,2017-12-08,https://planning.middevon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,39,,,yes,". ""Erection of 39 dwellings following demolition of existing garages and adjacent substructure)""",2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF016,"""The Three Little Pigs, Parliament Street, Crediton""",-3.65627,50.791102,,0.05,not owned by a public authority,,permissioned,full planning permission,2006-10-27,https://planning.middevon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,,,yes,". ""11 dwellings. 5 plots commenced 2009.""",2017-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF018,"""9 High Street, Cullompton""",-3.391045,50.857162,,0.04,not owned by a public authority,,permissioned,full planning permission,2017-06-14,https://planning.middevon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,,,yes,". ""Erection of 6 flats in three-storey building following demolition of 2 single storey redundant buildings. All units 1 bed""",2018-12-31,2019-03-04,
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF019,"""Land and Buildings at NGR 313669 113266, Builders Yard, Culmstock Road, Hemyock""",-3.228173,50.911907,,0.06,not owned by a public authority,,permissioned,full planning permission,2017-11-09,https://planning.middevon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,,,yes,". ""Erection of 6 dwellings with associated highways, sheds and stores following demolition of existing buildings""",2018-12-31,2019-03-04,
