OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR001,353739,394264,0.36,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR002,353678,394269,0.28,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR003,353818,394337,0.52,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR004,352633,395781,0.78,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR005,353007,394292,26.74,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR006,349488,393665,0.82,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR007,353398,393768,0.26,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR008,352575,394908,2.21,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR009,357834,395237,0.41,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR010,350539,395104,0.83,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR011,350694,393082,0.35,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR012,347258,401466,2.01,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR013,350724,392946,7.31,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR014,355993,396576,1.81,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR015,350250,395329,0.33,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR016,351764,395574,3.23,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR017,352867,394277,1.01,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR018,353111,393942,0.27,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR019,353209,395151,1.52,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR020,352669,391807,0.5,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR021,357210,395673,0.3,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR022,348508,395692,0.36,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR023,351935,395634,2.37,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR024,353525,394882,0.61,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR025,354323,397144,0.31,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR026,351345,395879,0.25,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR027,351426,396538,32.06,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR028,354226,397089,1.14,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR029,350704,396290,1.17,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR030,351939,392090,1.93,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR031,352287,394146,1.65,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR032,351187,395798,2.88,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR033,349775,395318,0.42,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR034,350862,395810,0.48,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR035,353526,394174,0.05,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR036,353503,394137,0.22,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR037,351447,395855,0.08,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR038,355178,396811,0.09,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR039,352299,392763,0.2,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR040,351368,395898,0.05,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR041,355430,396837,0.12,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR042,353032,395153,0.21,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR043,351716,395713,0.13,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR044,352078,391361,0.21,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR045,349644,394068,0.12,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR046,354659,395215,0.18,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR047,351116,395402,0.03,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR048,349241,390851,0.13,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR049,351234,395408,0.02,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR050,349070,391588,0.24,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR051,349019,395330,0.21,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR052,358704,395053,0.15,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR053,357387,395274,0.08,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR054,351452,395587,0.24,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR055,355555,396731,0.23,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR056,350402,395225,0.09,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR057,354446,392867,0.13,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR058,358623,394615,0.13,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR059,358441,394621,0.09,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR060,352273,395861,0.64,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR061,349866,394584,9.24,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR062,352809,393460,0.26,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR063,352501,397430,3.31,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR064,351713,397599,0.74,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR065,354430,394694,0.25,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR066,352931,392472,0.42,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR067,351719,395647,1.38,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR068,355273,396768,0.67,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR069,353194,393129,2.03,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR070,352858,394066,1.96,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR071,349740,395337,0.96,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR072,349395,390413,0.78,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR073,353105,393814,1.71,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR074,352802,394466,1.2,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR075,353210,395457,0.53,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR076,351424,398298,0.41,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR077,347271,393309,0.37,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR078,352669,391228,0.36,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR079,348321,390629,0.52,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR080,351187,391139,0.5,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR081,350254,396536,0.47,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR082,358015,394987,0.58,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR083,358645,393938,3.78,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR084,350426,392410,3.64,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR085,351669,391937,8.56,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR086,358463,394104,2.54,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR087,352536,393943,2.83,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR088,353315,392960,10.23,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR089,350388,392050,11.5,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR090,350863,397043,4.56,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR091,348843,395240,9.57,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR092,358636,394109,5.02,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR093,353485,391590,0.93,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR094,353670,395558,1.33,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR095,350480,396012,0.42,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR096,350680,392069,5.28,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR097,350759,397231,2.72,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/metropolitan-district-council/st-helens,BR098,357076,394942,9,2017-12-19,2017-12-19,
