OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/teignbridge,BFR001,"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",,,,0.26,not owned by a public authority,,permissioned,full planning permission,2001-10-26,,15,15,yes,Part of this site was started in 2002,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR002,"Rosemary Avenue, Newton Abbot TQ12 1SB",,,,0.12,not owned by a public authority,,permissioned,full planning permission,2006-03-22,,6,6,yes,Groundworks commenced keeping this live,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR003,"Platway House, Torquay Road, Shaldon TQ14 0AU",,,,0.47,not owned by a public authority,,permissioned,full planning permission,2008-07-01,,9,9,yes,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR004,"Shapters Yard, Strand Hill, Dawlish EX7 9PS",,,,0.04,not owned by a public authority,,permissioned,full planning permission,2012-07-31,,9,9,yes,completed,2017-11-01,2018-03-16,
http://opendatacommunities.org/id/district-council/teignbridge,BFR005,"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",,,,1.14,not owned by a public authority,,permissioned,full planning permission,2013-01-21,,13,15,yes,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR006,"Holcombe Hall, Holcombe Drive, Dawlish EX7 0JW",,,,0.73,not owned by a public authority,,permissioned,full planning permission,2014-10-10,,7,7,yes,completed,2017-11-01,2018-08-28,
http://opendatacommunities.org/id/district-council/teignbridge,BFR007,"14 Barton Villas, Dawlish EX7 9QJ",,,,0.04,not owned by a public authority,,permissioned,full planning permission,2014-10-10,,5,5,yes,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR008,"22-26 Wolborough Street, Newton Abbot TQ12 1JJ",,,,0.18,not owned by a public authority,,permissioned,full planning permission,2014-10-10,,38,38,yes,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR009,"Clay Lane, Teignmouth TQ14 8FW",,,,0.08,not owned by a public authority,,permissioned,full planning permission,2014-10-09,,21,21,yes,2 phase scheme part 1 completed in 2009 - this phase started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR010,"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",,,,26.45,not owned by a public authority,,permissioned,full planning permission,2016-06-01,,23,23,yes,,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR011,"5 George Street, Teignmouth TQ14 8AH",,,,0.03,not owned by a public authority,,permissioned,full planning permission,2015-01-26,,8,8,yes,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR012,"17 Bank Street, Newton Abbot TQ12 2JL",,,,0.04,not owned by a public authority,,permissioned,full planning permission,2015-05-07,,7,7,yes,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR013,"Littlehayes, 9 East Cliff Road, Dawlish EX7 0BP",,,,0.14,not owned by a public authority,,permissioned,full planning permission,2016-01-26,,9,9,yes,completed,2017-11-01,2017-12-06,
http://opendatacommunities.org/id/district-council/teignbridge,BFR014,"RMS Motors, Pottery Road, Bovey Tracey TQ13 9DS",,,,0.51,not owned by a public authority,,permissioned,full planning permission,2015-08-28,,14,14,yes,completed,2017-11-01,2018-02-06,
http://opendatacommunities.org/id/district-council/teignbridge,BFR015,"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",,,,2.8,not owned by a public authority,,permissioned,full planning permission,2016-03-24,,34,34,yes,started 2 applications,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR016,"Langdon Hospital, Dawlish EX7 0NS",,,,11.11,not owned by a public authority,,permissioned,outline planning permission,2016-09-13,,26,34,yes,only approx 1.04 ha brownfield,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR017,"Bishop Dunstan School, 16 South Road, Newton Abbot TQ12 1HH",,,,2.73,not owned by a public authority,,permissioned,full planning permission,2016-07-18,,27,27,yes,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR018,"Conitor House, Denbury Road, Ogwell, Newton Abbot TQ12 6AD",,,,0.25,not owned by a public authority,,permissioned,full planning permission,2015-12-15,,11,11,yes,completed,2017-11-01,2018-12-18,
http://opendatacommunities.org/id/district-council/teignbridge,BFR019,"Peppermint Club, Warren Road, Dawlish Warren, Dawlish EX7 0PQ",,,,0.47,not owned by a public authority,,permissioned,full planning permission,2017-01-08,,21,21,yes,superseded,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR020,"2 Old Town Street, Dawlish EX7 9AL",,,,0.15,not owned by a public authority,,permissioned,full planning permission,2016-07-13,,9,9,yes,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR021,"Kingsteignton Community Resource Centre, Greenhill Road, Kingsteignton TQ12 3BD",,,,0.98,not owned by a public authority,,permissioned,full planning permission,2016-10-28,,36,36,yes,completed,2017-11-01,2018-11-21,
http://opendatacommunities.org/id/district-council/teignbridge,BFR022,"Land At Former Treston House, Dawlish EX7 0BL",,,,1.14,not owned by a public authority,,permissioned,full planning permission,2017-07-28,,27,27,yes,completed,2017-11-01,2018-09-19,
http://opendatacommunities.org/id/district-council/teignbridge,BFR023,"Blenheim, Brimley Road, Bovey Tracey TQ13 9DH",,,,0.32,not owned by a public authority,,permissioned,full planning permission,2016-12-08,,5,5,yes,completed,2017-11-01,2019-08-29,
http://opendatacommunities.org/id/district-council/teignbridge,BFR024,"Prospect Chapel, 5 Torquay Road, Newton Abbot TQ12 2LJ",,,,0.06,not owned by a public authority,,permissioned,full planning permission,2017-01-19,,9,9,yes,completed,2017-11-01,2019-04-23,
http://opendatacommunities.org/id/district-council/teignbridge,BFR025,"The Old Brewery, 45 High Street, Dawlish EX7 9HF",,,,0.02,not owned by a public authority,,permissioned,full planning permission,2017-03-10,,6,6,yes,completed,2017-11-01,2018-07-20,
http://opendatacommunities.org/id/district-council/teignbridge,BFR026,"Charterhouse Residential Care Home, Second Drive, Teignmouth TQ14 8TL",,,,0.23,not owned by a public authority,,permissioned,full planning permission,2017-07-14,,9,9,yes,completed,2017-11-01,2018-06-15,
http://opendatacommunities.org/id/district-council/teignbridge,BFR027,"former Queens Hotel, 142-148 Queen Street, Newton Abbot TQ12 2EZ",,,,0.1,not owned by a public authority,,permissioned,full planning permission,2017-03-30,,21,21,yes,completed,2017-11-01,2019-03-28,
http://opendatacommunities.org/id/district-council/teignbridge,BFR028,"Tracey Vale Retirement Home, Brimley Vale, Bovey Tracey TQ13 9EA",,,,0.42,not owned by a public authority,,permissioned,full planning permission,2017-06-15,,10,10,yes,completed,2017-11-01,2019-03-29,
http://opendatacommunities.org/id/district-council/teignbridge,BFR029,"KS3 Land at Abbrook, Kingsteignton",,,,1.56,not owned by a public authority,,not permissioned,other,,,34,44,yes,only approx 1.38ha brownfield,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR030,"Bradley Lane, Newton Abbot",,,,5.6,owned by a public authority,,not permissioned,other,,,170,170,yes,,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR031,"NA3A Beverley Way, Newton Abbot",,,,0.19,not owned by a public authority,,pending decision,other,,,5,5,yes,application for 5 dwellings only,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR032,"Town Centre, Newton Abbot",,,,4.5,owned by a public authority,,not permissioned,other,,,120,120,yes,,2017-11-01,2017-11-01,
