OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/001,West Herts College site and Civic Zone Marlowes,-0.473836,51.755599,https://goo.gl/,5.7,owned by a public authority,permissioned,full planning permission,2017-03-17,http://www.dacorum.gov.uk/brownfield-land-register,yes,,,,"Part permissioned as applications only received for parts of the site - i.e. West Herts College, Forum, Land around Forum. Outline planning permission granted for latter on 29/06/15. Full planning permission granted for Forum on 10/02/15",2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/002,Hemel Hempstead Hospital site Hillfield Road,-0.467756,51.750736,https://goo.gl/,11.71,owned by a public authority,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,yes,,,,Application has expired,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/003,Paradise/Wood Lane Hemel Hempstead,-0.468341,51.748891,https://goo.gl/,3,mixed ownership,not permissioned,,,,yes,,,,4/00987/17/MFA withdrawn at last second,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/004,Hemel Hempstead Station Gateway Station Road,-0.488751,51.742411,https://goo.gl/,4.32,mixed ownership,not permissioned,,,,yes,,,,,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/005,Gossoms End / Billet Lane Berkhamsted,-0.579269,51.765696,https://goo.gl/,0.63,not owned by a public authority,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,yes,,,,,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/006,Berkhamsted Civic Centre and land to rear of High Street Berkhamsted,-0.564729,51.759486,https://goo.gl/,0.4,owned by a public authority,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,yes,,,,Application has expired,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/007,Market Square Hemel Hempstead,-0.473184,51.752605,https://goo.gl/,0.5,owned by a public authority,not permissioned,,,,yes,,,,,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/008,Land rear of 186-202 Belswains Lane,-0.456081,51.732032,https://goo.gl/,0.32,not owned by a public authority,not permissioned,,,,yes,,,,,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/009,National Grid land 339-353 London Road Hemel Hempstead,-0.480212,51.740916,https://goo.gl/,4.32,not owned by a public authority,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,yes,,,,,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/010,Ebberns Road Hemel Hempstead,-0.465289,51.738492,https://goo.gl/,1,not owned by a public authority,permissioned,full planning permission,2016-04-12,http://www.dacorum.gov.uk/brownfield-land-register,yes,,,,Part permissioned as application not received for remaining part of site. Full Permission granted for Drew House and the Factory on 21/08/15,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/011,Former Hewden Hire site Two Waters Road Hemel Hempstead,-0.473795,51.74095,https://goo.gl/,0.3,not owned by a public authority,permissioned,full planning permission,2016-08-25,http://www.dacorum.gov.uk/brownfield-land-register,yes,,,,,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/012,Leverstock Green Tennis Club Grasmere Close Hemel Hempstead,-0.43813,51.745292,https://goo.gl/,1.16,not owned by a public authority,not permissioned,,,,yes,,,,4/00518/15/PRE,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/013,233 London Road Hemel Hempstead,-0.472068,51.738887,https://goo.gl/,0.11,not owned by a public authority,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,yes,,,,Application has expired,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,BLR/014,Apsley Paper Trail land London Road,-0.462418,51.733896,https://goo.gl/,0.31,owned by a public authority,not permissioned,,,,yes,,,,4/00675/14/PRE,2017-12-31,2018-08-16,
http://opendatacommunities.org/id/district-council/dacorum,Dacorum Borough Council,DBC/015,The Point (former petrol filling station) Two Waters Road Hemel Hempstead,-0.472857,51.745551,https://goo.gl/,0.15,owned by a public authority,not permissioned,,,,yes,,,,4/02158/13/PRE,2017-12-31,2018-08-16,
