OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/castle-point,CP0011,"109 Long Road, Canvey Island",0.585778,51.520163,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0011map.pdf,0.2,not owned by a public authority,,permissioned,full planning permission,2015-12-07,https://publicaccess.castlepoint.gov.uk/online-applications/,7,7,yes,"Full planning permission. Works have not commenced. Permission expires 7/12/2018. Delivery lead in time 1 year. 14/11/17.. ""Demolition of existing house and erection of three storey block of eight self-contained flats with associated parking and landscaping, clossure of existing vehicular accesses and formation fo new vehicular access to Long Road."". https://publicaccess.castlepoint.gov.uk/online-applications/",2017-11-14,2017-07-14,
http://opendatacommunities.org/id/district-council/castle-point,CP0012,"The Island Site, High Street / London Road, Hadleigh",0.607009,51.55394,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0012map.pdf,0.59,owned by a public authority,,not permissioned,,,,54,54,yes,No current planning permission. Lead in time 3.5 years. 14/11/17.,2017-11-14,2017-07-14,
http://opendatacommunities.org/id/district-council/castle-point,CP0013,"88 High Street, Hadleigh",0.953219,52.044769,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0013map.pdf,0.02,not owned by a public authority,,permissioned,full planning permission,2016-12-15,https://publicaccess.castlepoint.gov.uk/online-applications/,4,4,yes,"Full planning permission. Works have commenced. Flat to be demolished as part of works. Delivery lead in time 1 year. 14/11/17.. ""Conversion of ground floor, two storey side extension, loft conversion including rear dormer and alterations to fenestration to provide 5 No. flats."". https://publicaccess.castlepoint.gov.uk/online-applications/",2017-11-14,2017-07-14,
http://opendatacommunities.org/id/district-council/castle-point,CP0014,"Admiral Jellico Public House, 283 High Street, Canvey Island",0.610645,51.518853,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0014map.pdf,0.33,not owned by a public authority,,not permissioned,,,,15,15,yes,No current planning permission. Part of SHLAA site removed as landowner did not permit it to be included. Site area and capacity adjusted accordingly. Lead in time 2.5 years. 14/11/17.,2017-11-14,2017-07-14,
http://opendatacommunities.org/id/district-council/castle-point,CP0015,"Outpatients centre, Long Road, Canvey Island",0.581945,51.520382,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0015map.pdf,0.3,owned by a public authority,,not permissioned,,,,10,10,yes,No current planning permission. Delivery lead in time 2.5 years.  14/11/17.,2017-11-14,2017-07-14,
http://opendatacommunities.org/id/district-council/castle-point,CP0016,"343 Rayleigh Road, Thundersley",0.59505,51.569153,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0016map.pdf,0.13,not owned by a public authority,,not permissioned,,,,10,10,yes,No current planning permission. Delivery lead in time 2.5 years.  14/11/17.,2017-11-14,2017-07-14,
http://opendatacommunities.org/id/district-council/castle-point,CP0017,"125-127 High Street, Canvey Island",0.600961,51.522996,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0017map.pdf,0.19,not owned by a public authority,,permissioned,full planning permission,2014-07-14,https://publicaccess.castlepoint.gov.uk/online-applications/,14,14,yes,"Full planning permission granted at appeal. Works have commenced. Delivery lead in time 1 year. 14/11/17.. ""Erection of part two/part three storey building containing 14no. 2 bed flats with associated parking."". https://publicaccess.castlepoint.gov.uk/online-applications/",2017-11-14,2017-07-14,
http://opendatacommunities.org/id/district-council/castle-point,CP0018,"4-12 Park Chase, Hadleigh, Benfleet, SS7 2BZ.",0.614904,51.550297,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0018map.pdf,0.27,not owned by a public authority,,permissioned,full planning permission,2015-11-23,https://publicaccess.castlepoint.gov.uk/online-applications/,21,21,yes,"Full planning permission granted. Works have commenced. 4 existing dwellings demolished. Delivery lead in time 1 year. 15/11/17.. ""Erection of part 3/part 4 storey block of 25 flats with parking and refuse storage."". https://publicaccess.castlepoint.gov.uk/online-applications/",2017-11-15,2017-11-15,
http://opendatacommunities.org/id/district-council/castle-point,CP0019,"Prout Industrial Estate, Point Road, Canvey Island.",0.621824,51.519561,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0019map.pdf,0.76,not owned by a public authority,,not permissioned,,,,27,27,yes,No current planning permission. Site area reduced to area where landowners permitted site to be included. Delivery lead in time 3 years. 15/11/17,2017-11-15,2017-11-15,
http://opendatacommunities.org/id/district-council/castle-point,CP0020,"Benfleet Tavern Public House, High Road, Benfleet.",0.557424,51.554011,https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0020map.pdf,0.25,not owned by a public authority,,not permissioned,,,,14,14,yes,No current planning permission. Site area reduced to area where landowners permitted site to be included. Could accommodate 14 flats. Delivery lead in time 1 year. 21/11/17,2017-11-21,2017-11-21,
