OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLA893899,Vantage Point and Circus Parade Longley Industrial Estate (New England Street),-0.139876,50.833262,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLA893899%20Vantage%20Point%20and%20Circus%20Parade%20Longley%20Industrial%20Estate%20%28New%20England%20Street%29.pdf,0.36,not owned by a public authority,,not permissioned,,,,90,90,,SHLAA call for Sites 2015 part of Housing led mixed use scheme,2017-10-03,2017-10-03,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0001,Gas Works Site Boundary Road Brighton,-0.105439,50.816024,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0001%20Gas%20Works%20Site%20Boundary%20Road%20Brighton_0.pdf,2.34,mixed ownership,yes,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH1999%2F01025%2FFP,340,340,yes,"The Gas Works site is included within CPP1 policy DA2 Brighton Marina. The Gas Works Site is an existing Strategic Allocation for business floorspace 85 residential units and some ancillary retail. Land slopes to the south - opportunities for higher density development. Southern part of sites contains non-operational land formally used for storage and production of gas. The northern part of the site  is occupied by 2 operational gas holders. 
The northern part of site is owned by Southern Gas Network plc and use would require decommissioning and removal of gasholders. Owners of site consider there is a reasonable prospect that residential development will take place on the land within 5 years. Southern part of sites contains non-operational land formally used for storage and production of gas. The northern part of the site is occupied by 2 operational gas holders. The northern part of site is owned by Southern Gas Network plc and use would require decommissioning and removal of gasholders. Owners of site consider there is a reasonable prospect that residential development will take place on the land within 5 years",2017-09-18,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0003,Land at Brighton Marina (Inner Harbour),-0.104201,50.812938,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0003%20Land%20at%20Brighton%20Marina%20%28Inner%20Harbour%29.pdf,11.52,not owned by a public authority,,not permissioned,,,,500,500,,Brighton Marina & Black Rock Development Area. Strategic Allocation. Adjacent to Local Wildlife Site. No planning app. Call for Sites 2017. No sitewide planning history. Delivery 1000 but not all expected within 15 years,2017-09-26,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0004,Land at Brighton Marina (Outer Harbour),-0.106016,50.810881,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0004%20Land%20at%20Brighton%20Marina%20%28Outer%20Harbour%29.pdf,5.33,not owned by a public authority,,permissioned,full planning permission,2006-07-04,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F04435 | http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F02883 | http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F04048 | http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2006%2F01124| http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2004%2F03673%2FFP,658,658,yes,Phase 1 complete 201516 (195) Phase 2 (244) Commenced 2016/17. Brighton Marina Inner Harbour is a Strategic Allocation within the DA2 Development Area within CPP1.. Major mixed use development including 853 residential units (195 Completed),2017-09-18,2017-09-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0014,Preston Barracks Lewes Road Brighton,-0.121135,50.842683,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0014%20Preston%20Barracks%20Lewes%20Road%20Brighton_0.pdf,1.96,not owned by a public authority,,pending decision,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2017%2F00492 |  http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F02789 |,369,369,yes,Planning app BH2017/00492 includes Preston Barracks site as part of wider site including Brighton University Mithras House and Watts sites as part of a the Strategic Allocation within policy DA3 – Lewes Road in CPP1. The Preston Barracks site will bring forward the residential requirement of the allocation.,2017-09-18,2017-09-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0027,BT Site bottom side Freshfield Road,-0.125726,50.822036,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0027%20BT%20Site%20bottom%20side%20Freshfield%20Road.pdf,0.6,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2005%2F05703,45,45,,Eastern Street/Edward Street Development Area. Site currently used by British Telecom (sui generis use) for employment purposes. Existing employment use of the site should be retained on this non designated site.,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0028,Brighton Youth Centre 64 Edward Street Grosvenor Place,-0.130714,50.822296,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0028%20Brighton%20Youth%20Centre%2064%20Edward%20Street%20Grosvenor%20Place.pdf,0.07,not owned by a public authority,,not permissioned,,,,11,11,,Eastern Street/Edward Street Development Area. Possible ownership constraints. Site protected under policy HO20. Community use to be incorpoated into new development,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0030,Former Municipal Market Circus Street Brighton,-0.134427,50.824946,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0030%20Former%20Municipal%20Market%20Circus%20Street%20Brighton.pdf,0.79,not owned by a public authority,,permissioned,full planning permission,2015-03-19,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F04299 | http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F03076 | http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2013%2F03461,142,142,yes,Strategic Allocation - Commenced 2015/16. Mixed use development including 142 residential apartments (Class C3) consisting of 57 x 1 bed 81 x 2 bed and 4 x 3 bed units in 4 buildings (Building A part 7/part 10 storey Building B part 7/part 8 storey and Buildings C and D both 6 storey),2017-09-18,2017-09-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0032,Edward St (Amex House),-0.13285,50.823194,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0032%20Edward%20St%20%28Amex%20House%29_0.pdf,1.8,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2009%2F01477|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2017%2F03023|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F02166|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F00333|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F04086|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2009%2F03077,150,150,,Eastern Street/Edward Street Development Area. Pre-application stage. Call for Sites 2017. The quantity of housing proposed for this site is based upon SPD04 Edward Street Quarter which was adopted in March 2006.  There are two options set out in the SPD - Option 1 was selected.  Implementation of this scheme is reliant upon the support of Amex.,2017-09-26,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0034,Ethel Street Garages,-0.171697,50.834466,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0034%20Ethel%20Street%20Garages.pdf,0.15,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2017%2F00486|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2007%2F02897|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2007%2F01683|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2004%2F03578%2FFP|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2004%2F02058%2FFP|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2004%2F00118%2FFP,23,23,,"Within Hove Station Conservation Area.
Whilst some rear workshops/garages have had upper floor extensions approved others have been refused on amenity grounds. 
Possible multiple ownership might make a comprehensive approach difficult to achieve. However individual garage units might  come forward separately.",2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0041,(Smoky Estate) Corner of Church Road Lincoln Road & Gladstone Road Portslade,-0.214803,50.833973,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0041%20%28Smoky%20Estate%29%20Corner%20of%20Church%20Road%20Lincoln%20Road%20%26%20Gladstone%20Road%20Portslade.pdf,0.32,not owned by a public authority,,not permissioned,,,,32,32,,,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0045,King Alfred Kingsway Hove,-0.179306,50.825034,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0045%20King%20Alfred%20Kingsway%20Hove.pdf,1.6,owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2006%2F03429,500,500,,Strategic Allocation. Pre-Application Stage,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0046,12 Richmond Parade Brighton,-0.133877,50.826636,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0046%2012%20Richmond%20Parade%20Brighton.pdf,0.09,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2004%2F01733%2FFP | http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH1999%2F00454%2FFP,7,7,yes,Call for sites for 7 units SHLAA 2015,2017-09-18,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0047,Brighton General Hospital Elm Grove Brighton,-0.115172,50.830617,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0047%20Brighton%20General%20Hospital%20Elm%20Grove%20Brighton.pdf,5.77,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F03354|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F03039|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F03056|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F01054|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2008%2F00792,205,205,,Adjacent to Local Wildlife Site.,2017-09-26,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0049,Manchester Street/Charles Street Brighton,-0.13542,50.820348,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0049%20Manchester%20Street%20Charles%20Street%20Brighton.pdf,0.06,not owned by a public authority,,not permissioned,,,,24,24,,,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0052,Lansdowne Mews Farm Road Hove,-0.15965,50.826254,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0052%20Lansdowne%20Mews%20Farm%20Road%20Hove.pdf,0.08,not owned by a public authority,,not permissioned,,,,6,6,,Mainly commercial garage small business use.  Would need to demonstrated genuinely redundant.  Possible access issues.,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0055,Victoria Grove Second Avenue Hove,-0.167337,50.826843,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0055%20Victoria%20Grove%20Second%20Avenue%20Hove.pdf,0.13,not owned by a public authority,,not permissioned,,,,20,20,,Mixed ownership,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0056,St John's Place First Avenue Hove,-0.165319,50.826533,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0056%20St%20John%27s%20Place%20First%20Avenue%20Hove.pdf,0.11,not owned by a public authority,,not permissioned,,,,17,17,,Mixed ownership,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0057,44-50 Brunswick Street West Hove,-0.160309,50.825015,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0057%2044%20-%2050%20Brunswick%20Street%20West%20Hove.pdf,0.08,not owned by a public authority,,not permissioned,,,,6,6,,,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0059,Telephone Exchange 34 Palmeira Avenue Hove,-0.161696,50.829111,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0059%20Telephone%20Exchange%2034%20Palmeira%20Avenue%20Hove.pdf,0.39,not owned by a public authority,,not permissioned,,,,29,29,,,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0063,The Downsman 189 Hangleton Way,-0.197094,50.853127,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0063%20The%20Downsman%20189%20Hangleton%20Way.pdf,0.4,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2017%2F00662,33,33,yes,Public House  'Asset of Community Value',2017-09-18,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0073,Site adjacent West Carlton Hill Primary School Kingswood Street Brighton,-0.132665,50.82427,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0073%20Site%20adjacent%20West%20Carlton%20Hill%20Primary%20School%20Kingswood%20Street.pdf,0.07,not owned by a public authority,,not permissioned,,,,14,14,,Site is used by school as staff car park.,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0075,Land south of Lincoln Cottages (Lincoln Cottage Works) 15-26 Lincoln Street Brighton,-0.128643,50.82899,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0075%20Land%20South%20of%20Lincoln%20Cottages%2015-26%20Lincoln%20Street.pdf,0.12,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2013%2F00164|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2013%2F00164,18,18,,,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0079,Lee Hire 7-13 Church Place Brighton,-0.11192,50.817946,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0079%20Lee%20Hire%207-13%20Church%20Place%20Brighton.pdf,0.07,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2006%2F03589,7,7,,Ex garage/petrol sales site & possible land contamination would need investigating,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0084,25 Montague Place Brighton,-0.123861,50.819695,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0084%2025%20Montague%20Place%20Brighton.pdf,0.06,not owned by a public authority,,not permissioned,,,,6,6,,Would result in loss of employment use and would need to demonstrate site genuinely redundant.  Possible land contamination would need to be investigated.,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0085,55 (adj 31Walpole Road) Canning Street Brighton,-0.118545,50.823027,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0085%2055%20%28adj%2031Walpole%20Road%29%20Canning%20Street%20Brighton.pdf,0.06,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2006%2F04047|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2006%2F02037,6,6,,Loss of employment use,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0086,Land and garages at rear of 1-3 Queensway Southwater Close Brighton,-0.119814,50.825349,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0086%20Land%20and%20garages%20at%20rear%20of%201%20-3%20Queensway%20Southwater%20Close%20Brighton.pdf,0.08,not owned by a public authority,,not permissioned,,,,12,12,,Garage parking area developable,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0092,Rear of 31 Appledore Road & 3-5 Halland Road,-0.103148,50.854695,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0092%20Rear%20of%2031%20Appledore%20Road%20%26%203-5%20Halland%20Road.pdf,0.09,owned by a public authority,,not permissioned,,,,8,8,,,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0093,Rear of 130-136 Old Shoreham Road Hove,-0.175465,50.838347,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0093%20Rear%20of%20130%20-136%20Old%20Shoreham%20Road%20Hove_0.pdf,0.09,not owned by a public authority,,not permissioned,,,,14,14,,Potential to build above retail premises,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0094,274 Old Shoreham Road Hove,-0.187733,50.836974,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0094%20274%20Old%20Shoreham%20Road%20Hove.pdf,0.95,not owned by a public authority,,not permissioned,,,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F02449|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F03791|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2008%2F03894,40,40,,Business Park employment use,2017-09-26,2017-09-26,
http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,SHLAA0095,Land west of Homeleigh London Road Brighton,-0.15487,50.8578,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0095%20Land%20west%20of%20Homeleigh%20London%20Road%20Brighton.pdf,0.15,not owned by a public authority,,not permissioned,,,,23,23,,The site is car parking for Homeleigh a block of flats.,2017-09-26,2017-09-26,
