OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/basingstoke,13/00155/FUL,459818.51,147717.56,2.83,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,13/00747/FUL,461186.94,152463.71,0.06,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,13/02321/FUL,461524.18,153887.39,0.25,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,14/00759/FUL,464593.88,153942.78,0.13,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,14/02200/OUT,459226.61,162199.9,1.41,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,14/02489/OUT,443323.27,149151.25,2.29,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,14/03190/FUL,443687.65,146306.35,0.4,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,14/03916/FUL,465848.83,154016.63,0.42,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/01309/FUL,463878.1,152027.62,0.14,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/00975/FUL,457844.53,151294.46,0.5,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/01259/FUL,462795.17,151124.11,0.06,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/02230/FUL,462320.69,151805.97,0.1,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/02353/FUL,463830.43,151886.41,0.04,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/02782/FUL,461460.92,151746.79,0.14,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/03170/FUL,462726.15,150766.24,0.67,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/03457/FUL,463630.22,151837.3,0.02,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/03590/FUL,442211.72,163447.6,0.52,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/03667/RES,463160.73,152676.63,10.77,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/03777/GPDOFF,464700.97,152979.47,0.2,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/04189/FUL,463024.13,152263.14,0.21,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/04469/RES,463871.95,151155.13,0.23,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/04506/FUL,459226.61,162199.9,1.41,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,15/04534/FUL,457834.61,150722.44,0.27,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/00031/GPDOFF,463601.87,151932.73,0.41,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/00971/FUL,463636.18,151783.61,0.14,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/01362/GPDOFF,462570.09,150838.74,0.02,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/01585/FUL,463743.62,151963.47,0.05,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/02465/FUL,451794.26,162354.1,0.11,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/02676/FUL,463705.99,151891.57,0.09,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/04074/FUL,465110.13,159273.65,0.52,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/04288/FUL,464000.29,151578.81,0.13,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/04426/GPDOFF,465646.98,155802.08,0.41,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/04685/FUL,463745.54,151888.35,0.02,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,16/04693/FUL,466786.19,155880.13,0.28,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,17/00135/GPDOFF,463638.75,151893.28,0.21,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,17/00625/FUL,463974.23,152294.59,0.82,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,17/01207/FUL,461473.04,150960.27,0.11,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,17/01714/GPDOFF,463650.05,151679.55,0.12,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,17/02486/GPDOFF,463914.06,151829.03,0.04,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,BAS070,461266.82,152720.43,0.38,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,BAS147,461341.36,152357.35,0.19,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,BAS153,464490.13,152581.93,25.86,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,BAS184,464116.03,151920.89,0.33,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,BAS185,461569.63,151110.72,0.16,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,BDB/54937,463857.86,152502.9,0.27,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,BDB/63103,451799.63,161998.01,0.28,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,WHIT004,446341.45,147716.57,0.37,31/12/17,31/12/17,
http://opendatacommunities.org/id/district-council/basingstoke,WHIT017,446564.06,148624.34,0.43,31/12/17,31/12/17,
