OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES001,1.339633,51.951603,0.58,59,59,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES002,1.17152,52.081673,3.33,75,75,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES003,1.189463,52.105041,0.71,20,20,2017-12-01,2019-12-09,2019-12-09
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES004,1.353126,51.964541,0.12,5,5,2017-12-01,2017-12-01,2019-03-31
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES005,1.354514,51.962282,0.08,5,5,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES006,1.348713,51.967078,0.16,8,8,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES007,1.350184,52.221205,0.1,3,3,2017-12-01,2019-12-09,2019-12-09
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES008,1.439008,52.050761,0.97,10,10,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES009,1.220131,52.150158,2.14,35,35,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES010,1.48821,52.216033,0.59,16,16,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES011,1.498446,52.162707,1.47,73,73,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES012,1.185365,52.09676,2.13,14,14,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES013,1.723973,52.481578,2.54,49,49,2017-12-01,2019-12-09,2019-12-09
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES014,1.726136,52.483457,1.52,45,45,2017-12-01,2018-11-20,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES015,1.441597,52.452338,0.26,8,8,2017-12-01,2020-01-06,2019-03-20
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES016,1.726076,52.474477,11.93,850,850,2017-12-01,2020-01-06,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES017,1.723544,52.472305,8.06,300,300,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES018,1.732236,52.47135,6.08,250,300,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES019,1.714187,52.474697,0.7,80,80,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES020,1.714343,52.472339,0.98,44,44,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES021,1.706893,52.510028,9.86,130,130,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES022,1.449201,52.448841,0.26,10,10,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES023,1.710443,52.476653,1.47,76,76,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES024,1.712943,52.472381,0.63,56,56,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES025,1.67863,52.329303,0.33,20,20,2017-12-01,2019-12-09,2019-12-09
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES026,1.578766,52.440054,0.56,6,6,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES027,1.754824,52.479185,0.72,45,45,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES028,1.757933,52.47793,0.3,9,15,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES029,1.743631,52.461582,0.31,9,9,2017-12-01,2019-12-09,2018-10-28
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES030,1.661631,52.516755,0.4,5,5,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES031,1.528308,52.342398,1.55,27,27,2017-12-01,2020-01-06,2019-03-20
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES032,1.569716,52.456267,1.29,38,64,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES033,1.759312,52.485129,0.34,20,20,2017-12-01,2019-12-09,2018-12-22
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES034,1.718665,52.424877,1.26,25,25,2017-12-01,2017-12-01,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES035,1.745126,52.469628,0.62,21,21,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES036,1.565777,52.46002,0.1,4,4,2017-12-01,2018-11-20,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES037,1.606248,52.369833,0.5,5,5,2017-12-01,2020-01-06,2019-03-20
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES038,1.561742,52.44589,1.32,30,30,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES039,1.557323,52.44624,1.96,49,49,2017-12-01,2020-01-06,2019-03-20
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES040,1.719853,52.496905,2.59,47,47,2017-12-01,2019-12-09,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES041,1.722009,52.476984,1.2,30,30,2017-12-01,2020-01-06,2019-03-20
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES042,1.367542,51.96735,1.78,72,72,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES043,1.271888,52.066254,5.37,140,140,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES044,1.325046,52.095558,1.27,100,100,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES045,1.353385,51.965789,0.12,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES046,1.344341,51.956047,0.04,8,8,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES047,1.349431,51.96062,0.07,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES048,1.345087,51.95687,0.08,23,23,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES049,1.351182,51.960972,0.08,9,9,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES050,1.317257,52.09387,0.11,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES051,1.353527,51.959983,0.12,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES052,1.578954,52.207155,0.04,7,7,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES053,1.578142,52.209569,0.12,7,7,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES054,1.594101,52.1575,0.19,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES055,1.303247,52.096208,0.17,13,13,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES056,1.26385,52.06162,0.21,8,8,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES057,1.348666,52.220463,0.22,8,8,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES058,1.351521,51.967738,0.24,20,20,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES059,1.301234,52.096263,0.25,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES060,1.381005,51.97482,0.29,9,9,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES061,1.455557,52.271109,0.79,6,6,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES062,1.595867,52.158472,0.47,19,19,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES063,1.269358,52.029457,0.41,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES064,1.341487,52.223255,0.44,16,16,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES065,1.332832,51.975761,0.65,24,24,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES066,1.393243,52.232567,0.76,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES067,1.578014,52.216774,0.67,9,9,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES068,1.329534,52.099956,1.32,54,54,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES069,1.583592,52.157084,2.5,15,15,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES070,1.446556,52.27362,1.15,5,5,2019-12-30,2019-12-30,
https://digital-land.github.io/organisation/local-authority-eng/ESK/,ES071,1.312465,52.097802,1.82,31,31,2019-12-30,2019-12-30,
