OrganisationURL,OrganisationLabel,SiteReference,PreviouslyPartof,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionTyne,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,Part2,NonHousingDevelopment,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDateBR,LastUpdatedDate,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1008,,BT Depot  Ponteland Road  NE1 2YF,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.662791104,54.99898904,0.88,Not Owned by a Public Authority,,Not Permissioned,,,,,32,,,,32,39,,,,2018-12-17,2018-12-17,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1009,,Walkergate Hospital  Benfield Road,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.56106,54.9874,3.19,Owned by a Public Authority,,Pending decision,,,,,65,Outline Planning Application for residential development of up to 72 no dwellings (Class C3) with associated infrastructure with all matters reserved except for access,,,65,79,,,,2017-12-19,2019-12-23,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1026,,Gap Plant (East of Free Trade) St Lawrence Road,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.586263439,54.97094358,0.4,Not Owned by a Public Authority,,Not Permissioned,,,,,79,,,,79,97,,,,2017-12-19,2019-12-11,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1029,,Land between Kirk Street and Bolam Street,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.571903991,54.97023798,0.29,Not Owned by a Public Authority,,Not Permissioned,,,,,13,,,,13,15,,,,2018-12-17,2018-12-20,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1072,,Former scrap metal site  Saint Lawrence Road,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.572217447,54.96713062,0.93,Owned by a Public Authority,,Not Permissioned,,,,,45,,,,45,55,,,,2018-12-17,2019-12-23,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1102,,CD2 - The Stack PH and land to the west,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.544741053,54.96827553,0.91,Owned by a Public Authority,,Not Permissioned,,,,,25,,,,25,31,,,,2017-12-19,2018-12-25,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1103,,Site of 1243 - 1293 Walker Road  Walker,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.555702744,54.96532216,0.49,Owned by a Public Authority,,Pending decision,,,,,20,,,,20,24,,,,2017-12-19,2019-12-23,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1121,,CD7 - Land at 1450-1560 Walker Road,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.549152742,54.96581468,0.26,Owned by a Public Authority,,Not Permissioned,,,,,9,,,,9,11,,,,2017-12-19,2019-12-23,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1124,,Land at Felling View  Caldbeck Avenue  Caldbeck Close  Walker,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.5532348,54.96225296,4.13,Owned by a Public Authority,,Not Permissioned,,,,,158,,,,158,194,,,,2017-12-19,2019-12-23,,,,,,,,,,
http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,Newcastle upon Tyne,1129,,CW2 - Lamb Street,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,OSGB36,-1.543377694,54.97117386,1.06,Owned by a Public Authority,,Not Permissioned,,,,,27,,,,27,33,,,,2017-12-19,2018-12-29,,,,,,,,,,
