entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-30,local-authority-eng:WOX,BR1,"Former War Memorial Hospital, Horsefair, Chipping Norton",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=431434&StartNorthing=227385&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.944082,-1.544106,0.3,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
,local-authority-eng:WOX,BR2,"Carterton Petrol Station and Former Osprey Public House, Upavon Way, Carterton",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=428195&StartNorthing=207527&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,yes,51.765718,-1.592839,0.8,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
2018-12-31,local-authority-eng:WOX,BR3,"REEMA North, Northwood Crescent, Carterton",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=428424&StartNorthing=207600&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.766362,-1.589515,8.97,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
2018-12-31,local-authority-eng:WOX,BR4,"Brooklands Nurseries, 47 Shilton Road, Carterton",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=427521&StartNorthing=207867&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,51.768808,-1.602579,0.6,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
,local-authority-eng:WOX,BR5,"Former Stanton Harcourt Airfield, Main Road, Stanton Harcourt",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=441455&StartNorthing=205359&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.745404,-1.400961,8.75,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
2018-12-31,local-authority-eng:WOX,BR6,"Woodford Way Car Park, Woodford Way, Witney",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=435338&StartNorthing=210084&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,51.788303,-1.489077,0.66,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
2018-12-31,local-authority-eng:WOX,BR7,"North Leigh Garden Centre, Park Road, North Leigh",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=439428&StartNorthing=213004&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.814283,-1.429453,0.42,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
2018-12-31,local-authority-eng:WOX,BR8,"Oliver's Garage, 80-82 Main Road, Long Hanborough",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=442216&StartNorthing=214086&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.823808,-1.388881,0.8,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
,local-authority-eng:WOX,BR9,"Freeland Nursery, Freeland",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=441424&StartNorthing=212526&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.809842,-1.400557,1.9,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
,local-authority-eng:WOX,BR10,"Alfred Groves And Sons Ltd, Groves Business Centre, Shipton Road, Milton Under Wychwood, Chipping Norton, Oxfordshire, OX7 6JP",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=426677&StartNorthing=218201&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.861759,-1.614017,0.2,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
,local-authority-eng:WOX,BR12,"Freeland Stores, Parklands, Freeland",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=441053&StartNorthing=213200&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,51.815928,-1.405859,0.1,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
2018-12-31,local-authority-eng:WOX,BR11,"Eynsham Nursery and Plant Centre, Old Witney Road, Eynsham, Witney, OX29 4PS",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=442201&StartNorthing=209798&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.785258,-1.389619,2.7,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
2018-12-31,local-authority-eng:WOX,BR13,"Former Witney Football Club, Downs Road, Witney",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=432733&StartNorthing=209953&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.787283,-1.526855,3.1,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
,local-authority-eng:WOX,BR14,"The Pillars, Banbury Road, Chipping Norton",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=432083&StartNorthing=227722&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.947075,-1.534633,1,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
,local-authority-eng:WOX,BR15,"Petit Enfant, Neighbourhood Centre, Madley Park, Witney",http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=436899&StartNorthing=210506&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,yes,,51.791997,-1.466402,0.05,,,2017-12-17,,bb8825b3548ccf7cdf1f2a6170d4b465b6a5d7475272a3251acbcd794a7751be
